AggressorTime,RequestTime,ExecID,LastQty,AggressorSide,LastPx,RestingHiddenQty,volume_bar_label
1586156789445215744,1586156789445202432,1586156789445220246,70000,49,15560000000,0,167
1586156793123892480,1586156793123881216,1586156793123896898,860000,50,15541999999,0,167
1586156795200763392,1586156795200750080,1586156795200770605,1350000,49,15554000000,0,168
1586156795200883200,1586156795200858112,1586156795201019864,730000,49,15556000000,0,169
1586156795201161984,1586156795201152512,1586156795201297544,1090000,49,15558000000,0,169
1586156795209423616,1586156795209415168,1586156795209427790,590000,49,15560000000,0,170
1586156795212017152,1586156795212007424,1586156795212020005,0,49,15562000000,0,170
1586156796223127552,1586156796223118848,1586156796223131521,510000,49,15568000000,0,170
1586156796231029248,1586156796231020544,1586156796231043429,500000,49,15569999999,0,171
1586156796291184640,1586156796291167744,1586156796291189456,80000,49,15569999999,0,171
1586156798210260480,1586156798210247168,1586156798210264533,700000,49,15566000000,0,171
1586156798210333184,1586156798210320896,1586156798210360995,440000,49,15568000000,0,172
1586156798632124416,1586156798632099840,1586156798632127782,100000,49,15566000000,0,172
1586156799491070976,1586156799491055360,1586156799491074161,250000,49,15574000000,0,172
1586156800780874752,1586156800780861184,1586156800780877987,500000,49,15574000000,0,172
1586156800780886016,1586156800780877312,1586156800780918588,1739999,49,15576000000,0,173
1586156800787720960,1586156800787709952,1586156800787733882,1000000,49,15580000000,0,174
1586156800787723520,1586156800787713280,1586156800787784002,250000,49,15580000000,0,175
1586156800794818304,1586156800794809344,1586156800794822375,590000,49,15580000000,0,175
1586156800796759552,1586156800796750848,1586156800796762393,590000,49,15582000000,0,175
1586156801586548480,1586156801586537216,1586156801586574677,700000,50,15572000000,0,176
1586156802918737408,1586156802918704896,1586156802918741296,3839999,50,15566000000,0,176
1586156802918860544,1586156802918821120,1586156802918956124,1160000,49,15566000000,0,177
1586156802925009408,1586156802924999936,1586156802925013652,500000,50,15566000000,0,178
1586156802925577216,1586156802925568256,1586156802925581355,500000,50,15566000000,0,178
1586156802925590528,1586156802925582080,1586156802925611579,1000000,50,15566000000,0,179
1586156802925608448,1586156802925597440,1586156802925674126,320000,50,15566000000,0,180
1586156802928452608,1586156802928440320,1586156802928456804,1270000,49,15572000000,0,180
1586156809233185792,1586156809233177088,1586156809233191913,280000,50,15566000000,0,181
1586156814609504256,1586156814609492480,1586156814609508628,1430000,50,15566000000,0,181
1586156814609599744,1586156814609580032,1586156814609669467,330000,50,15563999999,0,182
1586156816737631744,1586156816737602048,1586156816737635405,70000,50,15563999999,0,182
1586156816737708032,1586156816737697536,1586156816737711366,630000,50,15563999999,0,182
1586156820185205248,1586156820185189888,1586156820185208672,1260000,50,15558000000,0,183
1586156820185302784,1586156820185285632,1586156820185325113,70000,50,15558000000,0,184
1586156826047083520,1586156826047067648,1586156826047088538,1440000,50,15552000000,0,184
1586156829340203008,1586156829340189184,1586156829340242986,1080000,49,15569999999,0,185
1586156829340416256,1586156829340408064,1586156829340516567,280000,49,15572000000,0,186
1586156830155948032,1586156830155934720,1586156830155951856,1000000,49,15580000000,0,186
1586156830156032256,1586156830156014080,1586156830156074504,449999,49,15580000000,0,187
1586156830166049792,1586156830166038528,1586156830166069203,110000,49,15580000000,0,187
1586156832263185664,1586156832263168000,1586156832263190073,300000,50,15576000000,0,187
1586156835029393664,1586156835029385216,1586156835029397492,530000,49,15591999999,0,187
1586156835029413120,1586156835029396992,1586156835029471701,1260000,49,15594000000,0,188
1586156835029511168,1586156835029501440,1586156835029618144,800000,49,15596000000,0,189
1586156835029642240,1586156835029633024,1586156835029795881,449999,49,15596000000,0,189
1586156835038397440,1586156835038380032,1586156835038413595,2000000,49,15597999999,0,190
1586156835038494720,1586156835038474752,1586156835038637955,3000000,49,15600000000,0,191
1586156835038724608,1586156835038708480,1586156835038925084,670000,49,15602000000,0,192
1586156839061772544,1586156839061760256,1586156839061775782,780000,49,15612000000,0,192
1586156844295423744,1586156844295413760,1586156844295430322,700000,50,15604000000,0,193
1586156844528209920,1586156844528178944,1586156844528213887,8090000,50,15600000000,0,193
1586156844528335360,1586156844528304128,1586156844528425688,1550000,49,15600000000,0,194
1586156844528336640,1586156844528304384,1586156844528461280,360000,49,15600000000,0,195
1586156849689777920,1586156849689761280,1586156849689782116,150000,50,15612000000,0,195
1586156851018161920,1586156851018152960,1586156851018165310,1050000,49,15624000000,0,195
1586156851018245120,1586156851018231040,1586156851018277773,1040000,49,15626000000,0,196
1586156851018357248,1586156851018340352,1586156851018540699,59999,49,15628000000,0,197
1586156851018362368,1586156851018349056,1586156851018590809,570000,49,15628000000,0,197
1586156851169081600,1586156851169050112,1586156851169086098,2550000,50,15610000000,0,197
1586156853998886912,1586156853998871040,1586156853998891594,1500000,50,15610000000,0,198
1586156853999000320,1586156853998991360,1586156853999097475,710000,50,15610000000,0,199
1586156858976246784,1586156858976227584,1586156858976252009,1000000,49,15622000000,0,199
1586156869498909696,1586156869498896384,1586156869498914682,1000000,49,15619999999,0,200
1586156872128103936,1586156872128092672,1586156872128107818,940000,50,15616000000,0,201
1586156875317192960,1586156875317182464,1586156875317196368,1000000,50,15613999999,0,201
1586156875317218560,1586156875317207552,1586156875317260780,40000,50,15613999999,0,202
1586156875788190464,1586156875788175616,1586156875788193639,700000,50,15612000000,0,202
1586156875868484608,1586156875868473344,1586156875868495868,1000000,50,15610000000,0,202
1586156875868489728,1586156875868480256,1586156875868530304,410000,50,15610000000,0,203
1586156878403520512,1586156878403505664,1586156878403527528,1820000,50,15608000000,0,203
1586156878610734592,1586156878610724864,1586156878610739392,1070000,49,15616000000,0,204
1586156881345166848,1586156881345152256,1586156881345171081,500000,49,15618000000,0,205
1586156882119413760,1586156882119400960,1586156882119419422,220000,50,15616000000,0,205
1586156883306924032,1586156883306911744,1586156883306927000,350000,49,15622000000,0,205
1586156883306999808,1586156883306983936,1586156883307061218,550000,49,15622000000,0,206
1586156890101844992,1586156890101674496,1586156890101849389,2430000,50,15610000000,0,206
1586156890101951744,1586156890101921536,1586156890101991412,1550000,49,15610000000,0,207
1586156890101980416,1586156890101942272,1586156890102156563,810000,50,15608000000,0,208
1586156890102058240,1586156890102049024,1586156890102404926,46020000,49,15610000000,0,208
1586156890102235136,1586156890102217984,1586156890102583952,1880000,50,15606000000,0,209
1586156890102241280,1586156890102221312,1586156890102639295,620000,49,15606000000,0,210
1586156890102341120,1586156890102331392,1586156890102762150,730000,49,15606000000,0,210
1586156890102490112,1586156890102473728,1586156890102971856,940000,49,15610000000,0,211
1586156890102829056,1586156890102820096,1586156890103310156,210000,50,15610000000,0,211
1586156890102831360,1586156890102822912,1586156890103343028,210000,50,15610000000,0,212
1586156890103405824,1586156890103397120,1586156890103627192,250000,50,15610000000,0,212
1586156890103408384,1586156890103398912,1586156890103657816,1530000,50,15610000000,0,212
1586156890109506816,1586156890109497856,1586156890109516600,210000,50,15608000000,0,213
1586156890109567744,1586156890109558272,1586156890109572589,830000,50,15608000000,0,213
1586156890688528640,1586156890688517376,1586156890688532714,2580000,50,15600000000,0,214
1586156891905087488,1586156891905078016,1586156891905091529,470000,49,15608000000,0,215
1586156891919270656,1586156891919260160,1586156891919275089,1610000,49,15616000000,0,215
1586156891928968960,1586156891928957952,1586156891928972459,230000,50,15608000000,0,216
1586156896428373760,1586156896428198400,1586156896428379976,10560000,50,15602000000,0,216
1586156896428538880,1586156896428511744,1586156896428579738,130000,49,15602000000,0,217
1586156896428586496,1586156896428526592,1586156896428843744,5260000,49,15602000000,0,217
1586156896428613632,1586156896428582400,1586156896429029077,19230000,49,15602000000,0,218
1586156896428714240,1586156896428705536,1586156896429181363,14820000,49,15602000000,0,219
1586156897192695040,1586156897192676096,1586156897192702498,3000000,50,15602000000,0,220
1586156897192778752,1586156897192761600,1586156897192841299,660000,50,15602000000,0,221
1586156899011493120,1586156899011484416,1586156899011499339,700000,49,15612000000,0,221
1586156904734894080,1586156904734880768,1586156904734897953,360000,50,15604000000,0,222
1586156904734979584,1586156904734953984,1586156904735033175,500000,50,15602000000,0,222
1586156904742110720,1586156904742100992,1586156904742114085,500000,50,15600000000,0,222
1586156908696578560,1586156908696561920,1586156908696584388,1050000,50,15600000000,0,223
1586156913083726080,1586156913083712256,1586156913083730754,8500000,50,15582000000,0,224
1586156915622244352,1586156915622235648,1586156915622248514,100000,50,15588000000,0,225
1586156915622295296,1586156915622286336,1586156915622301100,140000,50,15588000000,0,225
1586156915622310912,1586156915622301184,1586156915622366524,130000,50,15588000000,0,225
1586156915622313984,1586156915622301440,1586156915622398767,100000,50,15588000000,0,225
1586156919081484544,1586156919081443584,1586156919081489602,1200000,49,15584000000,0,225
1586156920132511744,1586156920132500480,1586156920132515542,500000,50,15574000000,0,226
1586156920132572672,1586156920132563200,1586156920132591214,200000,50,15574000000,0,226
1586156922140902912,1586156922140886528,1586156922140906227,1200000,50,15569999999,0,226
1586156928139223552,1586156928139211264,1586156928139239052,1000000,50,15566000000,0,227
1586156928139289856,1586156928139280640,1586156928139372533,1550000,50,15566000000,0,228
1586156931975710464,1586156931975689728,1586156931975717265,4000000,49,15568000000,0,229
1586156940141347584,1586156940141334016,1586156940141418113,119999,50,15558000000,0,230
1586156940141379584,1586156940141365760,1586156940141496155,580000,50,15558000000,0,230
1586156940153862400,1586156940153853952,1586156940153866201,140000,49,15558000000,0,230
1586156949287974912,1586156949287958784,1586156949287978585,340000,49,15563999999,0,230
1586156949288040960,1586156949288031744,1586156949288043765,410000,49,15563999999,0,231
1586156949295130880,1586156949295121920,1586156949295133989,1040000,49,15566000000,0,231
1586156952096285696,1586156952096276736,1586156952096289823,800000,49,15576000000,0,232
1586156952096353280,1586156952096342016,1586156952096379750,929999,49,15578000000,0,232
1586156952096697600,1586156952096679936,1586156952097076712,530000,49,15580000000,0,233
1586156952097154816,1586156952097135616,1586156952097359606,2770000,49,15582000000,0,233
1586156952097467904,1586156952097451008,1586156952097740858,540000,49,15584000000,0,234
1586156952097809920,1586156952097800960,1586156952097968210,1870000,49,15586000000,0,234
1586156952106324480,1586156952106315520,1586156952106327361,560000,49,15590000000,0,235
1586156958073778688,1586156958073768960,1586156958073798916,500000,50,15584000000,0,235
1586156958073788160,1586156958073777664,1586156958073844220,500000,50,15584000000,0,236
1586156958073931520,1586156958073918464,1586156958073967090,1530000,50,15584000000,0,236
1586156958074049280,1586156958074039808,1586156958074170000,460000,50,15584000000,0,237
1586156958409132800,1586156958409118720,1586156958409136896,50000,50,15586000000,0,237
1586156959188167680,1586156959188156928,1586156959188171713,850000,50,15586000000,0,237
1586156960148562944,1586156960148551936,1586156960148566394,1220000,50,15578000000,0,238
1586156963444791040,1586156963444777984,1586156963444795696,190000,49,15588000000,0,239
1586156963444864512,1586156963444855808,1586156963444870571,1240000,49,15588000000,0,239
1586156964550337536,1586156964550325248,1586156964550341656,500000,49,15594000000,0,240
1586156964550412800,1586156964550397696,1586156964550440482,330000,49,15594000000,0,240
1586156970469783040,1586156970469764096,1586156970469787511,100000,49,15597999999,0,240
1586156970469849344,1586156970469839872,1586156970469854989,600000,49,15597999999,0,240
1586156973276327424,1586156973276318208,1586156973276333445,620000,49,15600000000,0,241
1586156973276415488,1586156973276400128,1586156973276468624,500000,49,15602000000,0,241
1586156973276417536,1586156973276400128,1586156973276506739,470000,49,15602000000,0,242
1586156973283978752,1586156973283969280,1586156973283999699,1000000,49,15606000000,0,242
1586156976546082560,1586156976546071296,1586156976546086673,860000,50,15602000000,0,243
1586156981998345728,1586156981998328320,1586156981998348922,100000,49,15613999999,0,243
1586156983946810880,1586156983946796032,1586156983946814004,700000,49,15612000000,0,243
1586156983965318656,1586156983965309440,1586156983965323138,929999,49,15613999999,0,244
1586156983965465856,1586156983965456640,1586156983965486405,320000,49,15613999999,0,244
1586156989321385984,1586156989321369344,1586156989321390751,2100000,50,15604000000,0,245
1586156994890022656,1586156994890000640,1586156994890025993,200000,50,15602000000,0,246
1586156994996630784,1586156994996621056,1586156994996682878,200000,49,15602000000,0,246
1586156995026084352,1586156995026072320,1586156995026120804,180000,49,15602000000,0,246
1586157002342920192,1586157002342893568,1586157002342924549,8820000,50,15597999999,0,246
1586157002343047680,1586157002343019264,1586157002343141510,200000,49,15597999999,0,247
1586157002343052544,1586157002343019520,1586157002343188945,2980000,49,15597999999,0,247
1586157002343666944,1586157002343650816,1586157002343908648,350000,49,15597999999,0,248
1586157002344058880,1586157002344049664,1586157002344246120,340000,49,15602000000,0,248
1586157002344172544,1586157002344163584,1586157002344337822,700000,49,15602000000,0,248
1586157002348462592,1586157002348452864,1586157002348467165,400000,49,15606000000,0,249
1586157002348603136,1586157002348592128,1586157002348621638,530000,50,15602000000,0,249
1586157002350686464,1586157002350676992,1586157002350689692,850000,50,15597999999,0,249
1586157002352509696,1586157002352498688,1586157002352522293,1030000,50,15596000000,0,250
1586157005568942592,1586157005568929280,1586157005568945722,119999,49,15606000000,0,251
1586157007240303360,1586157007240293888,1586157007240307525,1640000,49,15606000000,0,251
1586157008512250880,1586157008511996416,1586157008512255141,15720000,50,15594000000,0,252
1586157008512455680,1586157008512407040,1586157008512701089,1000000,49,15594000000,0,253
1586157008512460800,1586157008512411136,1586157008512749502,560000,49,15594000000,0,254
1586157008512465664,1586157008512415744,1586157008512797839,5120000,49,15594000000,0,254
1586157008512476672,1586157008512428032,1586157008512861258,19240000,49,15594000000,0,255
1586157008512478976,1586157008512429056,1586157008512896836,2000000,49,15594000000,0,256
1586157008512481792,1586157008512435456,1586157008512929643,1000000,49,15594000000,0,257
1586157008512555008,1586157008512545280,1586157008513078200,5360000,49,15594000000,0,258
1586157008513443840,1586157008513435136,1586157008513638139,700000,49,15602000000,0,259
1586157008513819904,1586157008513805312,1586157008513830557,680000,50,15600000000,0,259
1586157008517820416,1586157008517810176,1586157008517844033,1200000,49,15604000000,0,260
1586157008518885120,1586157008518876160,1586157008518888525,1629999,50,15600000000,0,261
1586157012675379456,1586157012675350528,1586157012675383575,1100000,49,15608000000,0,262
1586157012680692736,1586157012680683008,1586157012680696952,640000,49,15608000000,0,263
1586157015087460352,1586157015087448320,1586157015087493224,50000,50,15600000000,0,263
1586157015087478784,1586157015087469568,1586157015087571453,2350000,50,15600000000,0,263
1586157015087627264,1586157015087618560,1586157015087733472,1680000,50,15600000000,0,264
1586157015562997760,1586157015562987008,1586157015563002298,230000,49,15602000000,0,265
1586157015563073280,1586157015563059200,1586157015563127976,500000,49,15604000000,0,265
1586157015563558656,1586157015563545856,1586157015563563342,500000,49,15606000000,0,265
1586157021015218944,1586157021015207680,1586157021015222193,1090000,49,15616000000,0,266
1586157021015321856,1586157021015299072,1586157021015405413,2440000,49,15618000000,0,267
1586157021020468480,1586157021020457984,1586157021020471510,360000,49,15619999999,0,268
1586157021020470784,1586157021020462592,1586157021020506753,500000,49,15619999999,0,268
1586157021022063104,1586157021022053888,1586157021022066963,1000000,49,15619999999,0,268
1586157021022070016,1586157021022061568,1586157021022101671,1000000,49,15619999999,0,269
1586157021022176000,1586157021022166016,1586157021022206189,2360000,49,15619999999,0,270
1586157021022178816,1586157021022168320,1586157021022239437,380000,49,15619999999,0,271
1586157021022190336,1586157021022181120,1586157021022273916,260000,49,15619999999,0,271
1586157021022193920,1586157021022184704,1586157021022308434,2500000,49,15619999999,0,271
1586157021022266880,1586157021022257664,1586157021022414278,1640000,49,15619999999,0,272
1586157021139382784,1586157021139369984,1586157021139387034,50000,50,15613999999,0,273
1586157027852206080,1586157027852193280,1586157027852210804,250000,50,15613999999,0,273
1586157028555057152,1586157028555048448,1586157028555061350,690000,49,15628000000,0,273
1586157028555131136,1586157028555120640,1586157028555157828,119999,49,15628000000,0,273
1586157028555176960,1586157028555163136,1586157028555223086,690000,49,15628000000,0,274
1586157028580925440,1586157028580917248,1586157028580930045,1340000,49,15630000000,0,274
1586157028580987904,1586157028580977920,1586157028580993698,5690000,49,15630000000,0,275
1586157028581082112,1586157028581070848,1586157028581244488,510000,49,15632000000,0,276
1586157028581129728,1586157028581117952,1586157028581295965,1350000,49,15632000000,0,276
1586157028581749248,1586157028581728768,1586157028581772795,400000,49,15634000000,0,277
1586157028583145984,1586157028583136768,1586157028583149480,980000,50,15636000000,0,277
1586157028588710912,1586157028588702464,1586157028588715084,1000000,49,15640000000,0,278
1586157028589195776,1586157028589186816,1586157028589199680,500000,49,15640000000,0,279
1586157028589347840,1586157028589339136,1586157028589356620,1000000,49,15640000000,0,279
1586157028598313472,1586157028598303232,1586157028598317554,5500000,49,15640000000,0,280
1586157028613763840,1586157028613752832,1586157028613768509,300000,50,15636000000,0,281
1586157038239447296,1586157038239431424,1586157038239453469,830000,49,15647999999,0,281
1586157038244285440,1586157038244275712,1586157038244289303,0,49,15650000000,0,282
1586157038289117184,1586157038289106432,1586157038289121315,420000,50,15654000000,0,282
1586157038314013184,1586157038314004480,1586157038314016625,780000,50,15654000000,0,282
1586157038830678784,1586157038830668288,1586157038830682745,5060000,49,15666000000,0,283
1586157048129856256,1586157048129838592,1586157048129860026,100000,49,15668000000,0,284
1586157054463239936,1586157054463227392,1586157054463244215,850000,49,15660000000,0,284
1586157056377753600,1586157056377744640,1586157056377757468,800000,49,15668000000,0,284
1586157056386510336,1586157056386501632,1586157056386514808,560000,49,15669999999,0,285
1586157056386574336,1586157056386565632,1586157056386585387,12939999,49,15669999999,0,285
1586157056386674944,1586157056386648576,1586157056386834554,929999,49,15672000000,0,286
1586157056387412224,1586157056387403520,1586157056387416982,500000,49,15676000000,0,286
1586157056394206720,1586157056394196736,1586157056394210755,500000,49,15678000000,0,287
1586157056396419584,1586157056396410880,1586157056396423699,160000,49,15680000000,0,287
1586157056456847360,1586157056456836608,1586157056456851086,1470000,50,15672000000,0,287
1586157057901659648,1586157057901649920,1586157057901663644,500000,49,15688000000,0,288
1586157057901664256,1586157057901655296,1586157057901706827,980000,49,15688000000,0,288
1586157058383470080,1586157058383460096,1586157058383473150,700000,49,15694000000,0,289
1586157062073175552,1586157062073162240,1586157062073179632,500000,50,15684000000,0,289
1586157062073181184,1586157062073172480,1586157062073227676,90000,50,15684000000,0,290
1586157064993254912,1586157064993242880,1586157064993259377,1000000,49,15696000000,0,290
1586157070436349696,1586157070436340480,1586157070436357186,560000,50,15678000000,0,291
1586157070436359936,1586157070436351488,1586157070436412326,820000,50,15678000000,0,291
1586157072149672448,1586157072149657344,1586157072149677041,100000,49,15686000000,0,292
1586157077817303040,1586157077817292544,1586157077817306423,850000,50,15669999999,0,292
1586157077817334016,1586157077817324544,1586157077817345352,1270000,50,15669999999,0,292
1586157081137037056,1586157081137025280,1586157081137040114,1260000,50,15666000000,0,293
1586157081137097728,1586157081137087744,1586157081137101969,180000,50,15666000000,0,294
1586157081137111552,1586157081137102080,1586157081137184591,580000,50,15663999999,0,294
1586157081137167872,1586157081137157632,1586157081137304561,1890000,50,15663999999,0,294
1586157081137375744,1586157081137363200,1586157081137579187,730000,50,15662000000,0,295
1586157081137427968,1586157081137415680,1586157081137688323,470000,50,15662000000,0,295
1586157081137632256,1586157081137623552,1586157081137904113,0,50,15662000000,0,296
1586157081138029056,1586157081138016000,1586157081138224445,29999,50,15662000000,0,296
1586157093931951616,1586157093931935232,1586157093931956264,320000,49,15647999999,0,296
1586157095614936064,1586157095614925056,1586157095614940240,140000,49,15647999999,0,296
1586157095615009792,1586157095614995456,1586157095615056845,940000,49,15650000000,0,296
1586157101357562368,1586157101357542912,1586157101357565792,1000000,50,15638000000,0,297
1586157101357587968,1586157101357578240,1586157101357610850,420000,50,15638000000,0,298
1586157104046313984,1586157104046296064,1586157104046317963,100000,49,15647999999,0,298
1586157105210098944,1586157105210086656,1586157105210102038,10000000,49,15654000000,0,298
1586157111755436544,1586157111755418880,1586157111755440569,3000000,50,15636000000,0,299
1586157111755536640,1586157111755522048,1586157111755569962,5000000,49,15636000000,0,300
1586157111755578368,1586157111755544064,1586157111755808756,1360000,50,15634000000,0,301
1586157111755871744,1586157111755862784,1586157111756199905,1210000,50,15636000000,0,302
1586157118904319744,1586157118904305920,1586157118904324571,1500000,50,15640000000,0,303
1586157120643520512,1586157120643508480,1586157120643525398,200000,49,15650000000,0,304
1586157120755751680,1586157120755738880,1586157120755755914,2790000,49,15650000000,0,304
1586157120769404928,1586157120769393664,1586157120769409063,1000000,50,15650000000,0,305
1586157120769574912,1586157120769566720,1586157120769589409,500000,50,15650000000,0,306
1586157120769605632,1586157120769595392,1586157120769621271,810000,50,15650000000,0,306
1586157120774249472,1586157120774241280,1586157120774253902,500000,49,15650000000,0,307
1586157120776314368,1586157120776302592,1586157120776329284,1020000,49,15652000000,0,307
1586157121357163008,1586157121357144064,1586157121357166619,5000000,50,15636000000,0,308
1586157122455877632,1586157122455868416,1586157122455881275,1000000,50,15636000000,0,309
1586157122455948288,1586157122455935488,1586157122455990652,1490000,50,15636000000,0,310
1586157122456066560,1586157122456050944,1586157122456195246,100000,50,15634000000,0,311
1586157122457752320,1586157122457743360,1586157122457756264,600000,49,15636000000,0,311
1586157123995456512,1586157123995445760,1586157123995460896,869999,49,15636000000,0,311
1586157124000412416,1586157124000403456,1586157124000417115,1840000,49,15640000000,0,312
1586157124003527936,1586157124003516928,1586157124003531299,500000,49,15641999999,0,313
1586157129353265152,1586157129353248000,1586157129353268469,200000,49,15650000000,0,313
1586157130014617856,1586157130014608384,1586157130014621042,1610000,49,15650000000,0,313
1586157130014690304,1586157130014680576,1586157130014701654,500000,49,15650000000,0,314
1586157130014692352,1586157130014681600,1586157130014740403,2580000,49,15650000000,0,314
1586157130014694912,1586157130014681600,1586157130014785453,1110000,49,15650000000,0,315
1586157136693670912,1586157136693659136,1586157136693674692,700000,50,15646000000,0,316
1586157136846576640,1586157136846566144,1586157136846581001,2050000,50,15644000000,0,316
1586157136942617856,1586157136942602752,1586157136942622276,2290000,50,15644000000,0,317
1586157137098830336,1586157137098821376,1586157137098850469,500000,49,15654000000,0,318
1586157138851974144,1586157138851959808,1586157138851978150,250000,50,15644000000,0,318
1586157139555294464,1586157139555281664,1586157139555298675,1750000,50,15644000000,0,318
1586157139560636160,1586157139560626688,1586157139560652705,530000,49,15647999999,0,319
1586157139560665600,1586157139560655360,1586157139560736635,170000,49,15647999999,0,319
1586157139851478016,1586157139851456512,1586157139851481414,500000,49,15654000000,0,319
1586157140716300288,1586157140716282368,1586157140716303159,119999,49,15660000000,0,320
1586157143367315968,1586157143367304960,1586157143367320855,350000,49,15660000000,0,320
1586157143372089856,1586157143372080128,1586157143372093765,360000,49,15660000000,0,320
1586157143372093696,1586157143372085248,1586157143372131988,500000,49,15660000000,0,320
1586157143372109312,1586157143372100864,1586157143372166875,1000000,49,15660000000,0,321
1586157143372130816,1586157143372122112,1586157143372228846,500000,49,15660000000,0,322
1586157143372142592,1586157143372133888,1586157143372266696,150000,49,15660000000,0,322
1586157145371618816,1586157145371604992,1586157145371624308,600000,50,15654000000,0,322
1586157145466813952,1586157145466803456,1586157145466817205,1000000,50,15650000000,0,323
1586157156481616640,1586157156481606144,1586157156481620760,2070000,49,15654000000,0,324
1586157156481724928,1586157156481701888,1586157156481868554,29999,50,15654000000,0,325
1586157156540943616,1586157156540929280,1586157156540948014,500000,50,15638000000,0,325
1586157163929594368,1586157163929585152,1586157163929598555,1300000,49,15641999999,0,325
1586157166548074240,1586157166548055040,1586157166548078607,2170000,50,15632000000,0,326
1586157166553321984,1586157166553312000,1586157166553324962,310000,50,15634000000,0,327
1586157167619009280,1586157167618994944,1586157167619012191,1590000,49,15641999999,0,327
1586157167621076992,1586157167621067520,1586157167621080989,760000,49,15641999999,0,328
1586157167621135616,1586157167621127168,1586157167621141547,130000,49,15641999999,0,328
1586157169129195264,1586157169129186560,1586157169129199301,1380000,49,15646000000,0,328
1586157169129997824,1586157169129989120,1586157169130002113,500000,49,15647999999,0,329
1586157170524409344,1586157170524391424,1586157170524413216,700000,49,15654000000,0,329
1586157172164909568,1586157172164898304,1586157172164914030,1590000,49,15663999999,0,330
1586157172169520640,1586157172169510912,1586157172169524643,700000,50,15654000000,0,331
1586157172177937408,1586157172177926144,1586157172177940731,700000,49,15662000000,0,331
1586157172178062848,1586157172178052608,1586157172178078310,400000,50,15654000000,0,332
1586157172178108416,1586157172178095360,1586157172178164471,500000,50,15654000000,0,332
1586157172191230720,1586157172191218688,1586157172191234982,1760000,49,15663999999,0,332
1586157172413706752,1586157172413695488,1586157172413709826,150000,50,15656000000,0,333
1586157173384273408,1586157173384260608,1586157173384276188,2000000,50,15652000000,0,333
1586157175194156032,1586157175194139136,1586157175194160154,700000,49,15666000000,0,334
1586157175194269184,1586157175194229760,1586157175194336309,59999,50,15666000000,0,334
1586157176200829440,1586157176200816384,1586157176200836334,1070000,49,15666000000,0,334
1586157176200920320,1586157176200911360,1586157176200973065,170000,50,15666000000,0,335
1586157182878642688,1586157182878633216,1586157182878645228,400000,49,15669999999,0,335
1586157182878844160,1586157182878833664,1586157182878864341,2110000,49,15669999999,0,335
1586157182878929408,1586157182878920960,1586157182878934286,6490000,49,15669999999,0,336
1586157184045583872,1586157184045575168,1586157184045604310,490000,50,15682000000,0,337
1586157189065561088,1586157189065549056,1586157189065564628,330000,50,15672000000,0,337
1586157189072337920,1586157189072327936,1586157189072350002,360000,50,15669999999,0,337
1586157189511742720,1586157189511733760,1586157189511756416,290000,50,15668000000,0,338
1586157190302297088,1586157190302287872,1586157190302301110,260000,50,15666000000,0,338
1586157190302361344,1586157190302352896,1586157190302366755,700000,50,15666000000,0,338
1586157190311165440,1586157190311153152,1586157190311188569,800000,49,15666000000,0,339
1586157190965068800,1586157190965049856,1586157190965073278,8000000,50,15658000000,0,339
1586157201112394752,1586157201112356864,1586157201112399803,5000000,49,15678000000,0,340
1586157203509705216,1586157203509696256,1586157203509709426,80000,49,15680000000,0,341
1586157203668290048,1586157203668274688,1586157203668292988,490000,49,15684000000,0,341
1586157203669214720,1586157203669200640,1586157203669224417,700000,50,15684000000,0,341
1586157203669294592,1586157203669281536,1586157203669339834,10000,49,15684000000,0,342
1586157204164630784,1586157204164620288,1586157204164633526,300000,50,15682000000,0,342
1586157204273640960,1586157204273630464,1586157204273644972,400000,49,15688000000,0,342
1586157204716681984,1586157204716668928,1586157204716685712,59999,50,15684000000,0,342
1586157206221544960,1586157206221530112,1586157206221548339,20000,50,15684000000,0,342
1586157206221613568,1586157206221603584,1586157206221626789,630000,50,15684000000,0,342
1586157206221690368,1586157206221680128,1586157206221716326,210000,50,15684000000,0,343
1586157209520114944,1586157209520102912,1586157209520119187,100000,49,15691999999,0,343
1586157209897748480,1586157209897730560,1586157209897752364,350000,49,15696000000,0,343
1586157211125649408,1586157211125633536,1586157211125654222,1120000,50,15690000000,0,343
1586157211125712640,1586157211125703168,1586157211125718259,320000,50,15690000000,0,344
1586157214946648064,1586157214946631680,1586157214946651995,500000,50,15690000000,0,344
1586157214946713856,1586157214946703872,1586157214946719216,780000,50,15690000000,0,344
1586157214951470592,1586157214951462144,1586157214951475091,540000,50,15688000000,0,345
1586157215439471104,1586157215439462144,1586157215439499654,380000,50,15686000000,0,345
1586157215439478784,1586157215439462912,1586157215439537727,150000,50,15686000000,0,345
1586157215439941120,1586157215439931136,1586157215439946734,520000,50,15684000000,0,346
1586157216425547264,1586157216425535488,1586157216425550502,200000,49,15691999999,0,346
1586157227475608320,1586157227475591168,1586157227475611331,1700000,49,15688000000,0,346
1586157227475699712,1586157227475691520,1586157227475769521,400000,49,15690000000,0,347
1586157227482649344,1586157227482639872,1586157227482653845,500000,49,15694000000,0,347
1586157227482765056,1586157227482751488,1586157227482782414,1530000,49,15694000000,0,347
1586157227487924480,1586157227487915008,1586157227487927715,320000,49,15694000000,0,348
1586157227767993600,1586157227767984384,1586157227767996854,440000,49,15696000000,0,348
